antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_size,consequent_size,consequent_item,count,antecedent_count,antecedents_str,reliability,target_score,count_score,lift_score,recommendation_score,strength_score,recommendation_text
frozenset({'hashtag=desserts'}),frozenset({'performance=low_view_rate'}),0.05263157894736842,0.5131578947368421,0.05263157894736842,1.0,1.9487179487179485,0.025623268698060937,inf,0.5138888888888887,1,1,performance=low_view_rate,4,4,{hashtag=desserts},experimental,-1.0,0.4,0.6495726495726495,0.5448717948717948,1.9487179487179485,"Try using {hashtag=desserts}. This pattern appeared in 4 posts and 4 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: experimental. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=food'}),frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,1,1,performance=low_view_rate,2,2,{hashtag=food},weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=food}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=طعام'}),frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,1,1,performance=low_view_rate,2,2,{hashtag=طعام},weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
frozenset({'hashtag=كيك'}),frozenset({'performance=low_view_rate'}),0.10526315789473684,0.5131578947368421,0.06578947368421052,0.625,1.2179487179487178,0.01177285318559556,1.2982456140350875,0.19999999999999987,1,1,performance=low_view_rate,5,8,{hashtag=كيك},medium,-1.0,0.5,0.40598290598290593,0.36554487179487183,0.7612179487179487,"Try using {hashtag=كيك}. This pattern appeared in 8 posts and 5 reached low_view_rate. Confidence: 62.5%, lift: 1.22x. Reliability: medium. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=desserts', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.039473684210526314,0.5131578947368421,0.039473684210526314,1.0,1.9487179487179485,0.019217451523545703,inf,0.5068493150684931,2,1,performance=low_view_rate,3,3,"{hashtag=cake, hashtag=desserts}",experimental,-1.0,0.3,0.6495726495726495,0.5198717948717948,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts}. This pattern appeared in 3 posts and 3 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: experimental. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=food}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=food}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=cake', 'hashtag=vanilla'})",frozenset({'performance=low_view_rate'}),0.05263157894736842,0.5131578947368421,0.039473684210526314,0.75,1.4615384615384615,0.012465373961218832,1.9473684210526314,0.33333333333333326,2,1,performance=low_view_rate,3,4,"{hashtag=cake, hashtag=vanilla}",weak,-1.0,0.3,0.48717948717948717,0.3836538461538461,1.096153846153846,"Try using {hashtag=cake, hashtag=vanilla}. This pattern appeared in 4 posts and 3 reached low_view_rate. Confidence: 75.0%, lift: 1.46x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=طعام}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=coffee', 'hashtag=desserts'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=coffee, hashtag=desserts}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=coffee, hashtag=desserts}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=desserts'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=desserts, hashtag=food}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=desserts, hashtag=food}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=desserts', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.05263157894736842,0.5131578947368421,0.05263157894736842,1.0,1.9487179487179485,0.025623268698060937,inf,0.5138888888888887,2,1,performance=low_view_rate,4,4,"{hashtag=desserts, hashtag=today_and_everyday}",experimental,-1.0,0.4,0.6495726495726495,0.5448717948717948,1.9487179487179485,"Try using {hashtag=desserts, hashtag=today_and_everyday}. This pattern appeared in 4 posts and 4 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: experimental. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=desserts', 'hashtag=vanilla'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=desserts, hashtag=vanilla}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=desserts, hashtag=vanilla}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=desserts'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=desserts, hashtag=اليوم_وكل_يوم}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=desserts, hashtag=اليوم_وكل_يوم}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=desserts'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=desserts, hashtag=طعام}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=desserts, hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=desserts', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=desserts, hashtag=فانيلا_اليوم_وكل_يوم}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=desserts, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=قهوة', 'hashtag=desserts'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=desserts, hashtag=قهوة}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=desserts, hashtag=قهوة}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=desserts', 'hashtag=كيك'})",frozenset({'performance=low_view_rate'}),0.05263157894736842,0.5131578947368421,0.05263157894736842,1.0,1.9487179487179485,0.025623268698060937,inf,0.5138888888888887,2,1,performance=low_view_rate,4,4,"{hashtag=desserts, hashtag=كيك}",experimental,-1.0,0.4,0.6495726495726495,0.5448717948717948,1.9487179487179485,"Try using {hashtag=desserts, hashtag=كيك}. This pattern appeared in 4 posts and 4 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: experimental. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=food, hashtag=today_and_everyday}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=food, hashtag=today_and_everyday}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=food'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=food, hashtag=طعام}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=food, hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=food, hashtag=فانيلا_اليوم_وكل_يوم}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=food, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=كيك'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=food, hashtag=كيك}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=food, hashtag=كيك}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=today_and_everyday, hashtag=طعام}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=today_and_everyday, hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=كيك', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.10526315789473684,0.5131578947368421,0.06578947368421052,0.625,1.2179487179487178,0.01177285318559556,1.2982456140350875,0.19999999999999987,2,1,performance=low_view_rate,5,8,"{hashtag=today_and_everyday, hashtag=كيك}",medium,-1.0,0.5,0.40598290598290593,0.36554487179487183,0.7612179487179487,"Try using {hashtag=today_and_everyday, hashtag=كيك}. This pattern appeared in 8 posts and 5 reached low_view_rate. Confidence: 62.5%, lift: 1.22x. Reliability: medium. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=vanilla'})",frozenset({'performance=low_view_rate'}),0.07894736842105263,0.5131578947368421,0.05263157894736842,0.6666666666666666,1.299145299145299,0.012119113573407198,1.4605263157894735,0.24999999999999992,2,1,performance=low_view_rate,4,6,"{hashtag=vanilla, hashtag=فانيلا_اليوم_وكل_يوم}",weak,-1.0,0.4,0.433048433048433,0.3632478632478632,0.866096866096866,"Try using {hashtag=vanilla, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 6 posts and 4 reached low_view_rate. Confidence: 66.7%, lift: 1.30x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=كيك', 'hashtag=vanilla'})",frozenset({'performance=low_view_rate'}),0.05263157894736842,0.5131578947368421,0.039473684210526314,0.75,1.4615384615384615,0.012465373961218832,1.9473684210526314,0.33333333333333326,2,1,performance=low_view_rate,3,4,"{hashtag=vanilla, hashtag=كيك}",weak,-1.0,0.3,0.48717948717948717,0.3836538461538461,1.096153846153846,"Try using {hashtag=vanilla, hashtag=كيك}. This pattern appeared in 4 posts and 3 reached low_view_rate. Confidence: 75.0%, lift: 1.46x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=اليوم_وكل_يوم', 'hashtag=كيك'})",frozenset({'performance=low_view_rate'}),0.039473684210526314,0.5131578947368421,0.02631578947368421,0.6666666666666666,1.299145299145299,0.006059556786703599,1.4605263157894735,0.2397260273972602,2,1,performance=low_view_rate,2,3,"{hashtag=اليوم_وكل_يوم, hashtag=كيك}",weak,-1.0,0.2,0.433048433048433,0.31324786324786313,0.866096866096866,"Try using {hashtag=اليوم_وكل_يوم, hashtag=كيك}. This pattern appeared in 3 posts and 2 reached low_view_rate. Confidence: 66.7%, lift: 1.30x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=طعام, hashtag=فانيلا_اليوم_وكل_يوم}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=طعام, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=كيك'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,2,1,performance=low_view_rate,2,2,"{hashtag=طعام, hashtag=كيك}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=طعام, hashtag=كيك}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=desserts', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=desserts, hashtag=food}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts, hashtag=food}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=desserts', 'hashtag=cake', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.039473684210526314,0.5131578947368421,0.039473684210526314,1.0,1.9487179487179485,0.019217451523545703,inf,0.5068493150684931,3,1,performance=low_view_rate,3,3,"{hashtag=cake, hashtag=desserts, hashtag=today_and_everyday}",experimental,-1.0,0.3,0.6495726495726495,0.5198717948717948,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts, hashtag=today_and_everyday}. This pattern appeared in 3 posts and 3 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: experimental. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=desserts', 'hashtag=cake', 'hashtag=vanilla'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=desserts, hashtag=vanilla}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts, hashtag=vanilla}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=desserts', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=desserts, hashtag=طعام}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts, hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=cake', 'hashtag=desserts', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=desserts, hashtag=فانيلا_اليوم_وكل_يوم}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=cake', 'hashtag=desserts', 'hashtag=كيك'})",frozenset({'performance=low_view_rate'}),0.039473684210526314,0.5131578947368421,0.039473684210526314,1.0,1.9487179487179485,0.019217451523545703,inf,0.5068493150684931,3,1,performance=low_view_rate,3,3,"{hashtag=cake, hashtag=desserts, hashtag=كيك}",experimental,-1.0,0.3,0.6495726495726495,0.5198717948717948,1.9487179487179485,"Try using {hashtag=cake, hashtag=desserts, hashtag=كيك}. This pattern appeared in 3 posts and 3 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: experimental. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=food', 'hashtag=cake', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=food, hashtag=today_and_everyday}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=food, hashtag=today_and_everyday}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=طعام', 'hashtag=food', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=food, hashtag=طعام}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=food, hashtag=طعام}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=cake', 'hashtag=food', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=food, hashtag=فانيلا_اليوم_وكل_يوم}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=food, hashtag=فانيلا_اليوم_وكل_يوم}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=كيك', 'hashtag=food', 'hashtag=cake'})",frozenset({'performance=low_view_rate'}),0.02631578947368421,0.5131578947368421,0.02631578947368421,1.0,1.9487179487179485,0.012811634349030468,inf,0.49999999999999994,3,1,performance=low_view_rate,2,2,"{hashtag=cake, hashtag=food, hashtag=كيك}",weak,-1.0,0.2,0.6495726495726495,0.4948717948717949,1.9487179487179485,"Try using {hashtag=cake, hashtag=food, hashtag=كيك}. This pattern appeared in 2 posts and 2 reached low_view_rate. Confidence: 100.0%, lift: 1.95x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
"frozenset({'hashtag=vanilla', 'hashtag=cake', 'hashtag=today_and_everyday'})",frozenset({'performance=low_view_rate'}),0.05263157894736842,0.5131578947368421,0.039473684210526314,0.75,1.4615384615384615,0.012465373961218832,1.9473684210526314,0.33333333333333326,3,1,performance=low_view_rate,3,4,"{hashtag=cake, hashtag=today_and_everyday, hashtag=vanilla}",weak,-1.0,0.3,0.48717948717948717,0.3836538461538461,1.096153846153846,"Try using {hashtag=cake, hashtag=today_and_everyday, hashtag=vanilla}. This pattern appeared in 4 posts and 3 reached low_view_rate. Confidence: 75.0%, lift: 1.46x. Reliability: weak. This was associated with low_view_rate, but this is not proof of causality."
