antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_size,consequent_size,consequent_item,count,antecedent_count,antecedents_str,hashtags_clean,reliability,target_score,count_score,lift_score,reliability_score,strength_score,recommendation_score,recommendation_text
"frozenset({'hashtag=قهوة', 'hashtag=كيك'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,2,1,performance=avg_view_rate,3,5,"{hashtag=قهوة, hashtag=كيك}","قهوة, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: قهوة, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم}","coffee, today_and_everyday, فانيلا_اليوم_وكل_يوم",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, today_and_everyday, فانيلا_اليوم_وكل_يوم. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=كيك', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=today_and_everyday, hashtag=كيك}","coffee, today_and_everyday, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, today_and_everyday, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}","coffee, فانيلا_اليوم_وكل_يوم, قهوة",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, فانيلا_اليوم_وكل_يوم, قهوة. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=كيك', 'hashtag=coffee'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=coffee, hashtag=قهوة, hashtag=كيك}","coffee, قهوة, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: coffee, قهوة, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=vanilla', 'hashtag=اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=vanilla, hashtag=اليوم_وكل_يوم}","today_and_everyday, vanilla, اليوم_وكل_يوم",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, vanilla, اليوم_وكل_يوم. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=vanilla', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=vanilla, hashtag=فانيلا}","today_and_everyday, vanilla, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, vanilla, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=اليوم_وكل_يوم', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=اليوم_وكل_يوم, hashtag=فانيلا}","today_and_everyday, اليوم_وكل_يوم, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, اليوم_وكل_يوم, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=فانيلا_اليوم_وكل_يوم', 'hashtag=today_and_everyday'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم, hashtag=قهوة}","today_and_everyday, فانيلا_اليوم_وكل_يوم, قهوة",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, فانيلا_اليوم_وكل_يوم, قهوة. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=قهوة', 'hashtag=كيك', 'hashtag=today_and_everyday'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=today_and_everyday, hashtag=قهوة, hashtag=كيك}","today_and_everyday, قهوة, كيك",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: today_and_everyday, قهوة, كيك. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
"frozenset({'hashtag=vanilla', 'hashtag=اليوم_وكل_يوم', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.06578947368421052,0.18421052631578946,0.039473684210526314,0.6,3.257142857142857,0.027354570637119113,2.039473684210526,0.7417840375586854,3,1,performance=avg_view_rate,3,5,"{hashtag=vanilla, hashtag=اليوم_وكل_يوم, hashtag=فانيلا}","vanilla, اليوم_وكل_يوم, فانيلا",directional,0.55,0.3,1.0,0.6,1.9542857142857142,0.6000000000000001,"Use/test: vanilla, اليوم_وكل_يوم, فانيلا. It appeared in 5 posts; 3 were avg_view_rate. Confidence=60%, lift=3.26x, reliability=directional."
frozenset({'hashtag=today_and_everyday'}),frozenset({'performance=avg_view_rate'}),0.21052631578947367,0.18421052631578946,0.09210526315789473,0.4375,2.375,0.05332409972299169,1.4502923976608186,0.7333333333333333,1,1,performance=avg_view_rate,7,16,{hashtag=today_and_everyday},today_and_everyday,directional,0.55,0.7,0.6875,0.6,1.0390625,0.5887500000000001,"Use/test: today_and_everyday. It appeared in 16 posts; 7 were avg_view_rate. Confidence=44%, lift=2.38x, reliability=directional."
"frozenset({'hashtag=vanilla_today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=high_view_rate'}),0.23684210526315788,0.3026315789473684,0.10526315789473684,0.4444444444444444,1.468599033816425,0.03358725761772853,1.2552631578947369,0.41810344827586204,2,1,performance=high_view_rate,8,18,"{hashtag=vanilla_today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم}","vanilla_today_and_everyday, فانيلا_اليوم_وكل_يوم",directional,1.0,0.8,0.2342995169082125,0.6,0.6527106816961888,0.5701932367149758,"Use/test: vanilla_today_and_everyday, فانيلا_اليوم_وكل_يوم. It appeared in 18 posts; 8 were high_view_rate. Confidence=44%, lift=1.47x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=vanilla'})",frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.05263157894736842,0.5,2.7142857142857144,0.0332409972299169,1.631578947368421,0.7058823529411766,2,1,performance=avg_view_rate,4,8,"{hashtag=today_and_everyday, hashtag=vanilla}","today_and_everyday, vanilla",directional,0.55,0.4,0.8571428571428572,0.6,1.3571428571428572,0.5664285714285715,"Use/test: today_and_everyday, vanilla. It appeared in 8 posts; 4 were avg_view_rate. Confidence=50%, lift=2.71x, reliability=directional."
frozenset({'hashtag=vanilla'}),frozenset({'performance=high_view_rate'}),0.25,0.3026315789473684,0.10526315789473684,0.42105263157894735,1.391304347826087,0.02960526315789473,1.2045454545454546,0.37499999999999994,1,1,performance=high_view_rate,8,19,{hashtag=vanilla},vanilla,directional,1.0,0.8,0.19565217391304346,0.6,0.585812356979405,0.5554462242562929,"Use/test: vanilla. It appeared in 19 posts; 8 were high_view_rate. Confidence=42%, lift=1.39x, reliability=directional."
frozenset({'hashtag=vanilla_cake'}),frozenset({'performance=high_view_rate'}),0.09210526315789473,0.3026315789473684,0.05263157894736842,0.5714285714285714,1.8881987577639752,0.024757617728531855,1.6271929824561404,0.5181159420289855,1,1,performance=high_view_rate,4,7,{hashtag=vanilla_cake},vanilla_cake,directional,1.0,0.4,0.4440993788819876,0.6,1.0789707187222715,0.5502484472049689,"Use/test: vanilla_cake. It appeared in 7 posts; 4 were high_view_rate. Confidence=57%, lift=1.89x, reliability=directional."
"frozenset({'hashtag=vanilla_today_and_everyday', 'hashtag=vanilla_cake'})",frozenset({'performance=high_view_rate'}),0.09210526315789473,0.3026315789473684,0.05263157894736842,0.5714285714285714,1.8881987577639752,0.024757617728531855,1.6271929824561404,0.5181159420289855,2,1,performance=high_view_rate,4,7,"{hashtag=vanilla_cake, hashtag=vanilla_today_and_everyday}","vanilla_cake, vanilla_today_and_everyday",directional,1.0,0.4,0.4440993788819876,0.6,1.0789707187222715,0.5502484472049689,"Use/test: vanilla_cake, vanilla_today_and_everyday. It appeared in 7 posts; 4 were high_view_rate. Confidence=57%, lift=1.89x, reliability=directional."
"frozenset({'hashtag=vanilla', 'hashtag=فانيلا'})",frozenset({'performance=avg_view_rate'}),0.07894736842105263,0.18421052631578946,0.039473684210526314,0.5,2.7142857142857144,0.02493074792243767,1.631578947368421,0.6857142857142856,2,1,performance=avg_view_rate,3,6,"{hashtag=vanilla, hashtag=فانيلا}","vanilla, فانيلا",directional,0.55,0.3,0.8571428571428572,0.6,1.3571428571428572,0.5414285714285715,"Use/test: vanilla, فانيلا. It appeared in 6 posts; 3 were avg_view_rate. Confidence=50%, lift=2.71x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.11842105263157894,0.18421052631578946,0.05263157894736842,0.4444444444444444,2.4126984126984126,0.030817174515235458,1.4684210526315788,0.6641791044776121,2,1,performance=avg_view_rate,4,9,"{hashtag=today_and_everyday, hashtag=فانيلا_اليوم_وكل_يوم}","today_and_everyday, فانيلا_اليوم_وكل_يوم",directional,0.55,0.4,0.7063492063492063,0.6,1.072310405643739,0.5196031746031746,"Use/test: today_and_everyday, فانيلا_اليوم_وكل_يوم. It appeared in 9 posts; 4 were avg_view_rate. Confidence=44%, lift=2.41x, reliability=directional."
frozenset({'hashtag=cake'}),frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,1,1,performance=avg_view_rate,3,7,{hashtag=cake},cake,directional,0.55,0.3,0.6632653061224489,0.6,0.9970845481049562,0.4812244897959183,"Use/test: cake. It appeared in 7 posts; 3 were avg_view_rate. Confidence=43%, lift=2.33x, reliability=directional."
frozenset({'hashtag=اليوم_وكل_يوم'}),frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,1,1,performance=avg_view_rate,3,7,{hashtag=اليوم_وكل_يوم},اليوم_وكل_يوم,directional,0.55,0.3,0.6632653061224489,0.6,0.9970845481049562,0.4812244897959183,"Use/test: اليوم_وكل_يوم. It appeared in 7 posts; 3 were avg_view_rate. Confidence=43%, lift=2.33x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,2,1,performance=avg_view_rate,3,7,"{hashtag=cake, hashtag=today_and_everyday}","cake, today_and_everyday",directional,0.55,0.3,0.6632653061224489,0.6,0.9970845481049562,0.4812244897959183,"Use/test: cake, today_and_everyday. It appeared in 7 posts; 3 were avg_view_rate. Confidence=43%, lift=2.33x, reliability=directional."
"frozenset({'hashtag=كيك', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,2,1,performance=avg_view_rate,3,7,"{hashtag=cake, hashtag=كيك}","cake, كيك",directional,0.55,0.3,0.6632653061224489,0.6,0.9970845481049562,0.4812244897959183,"Use/test: cake, كيك. It appeared in 7 posts; 3 were avg_view_rate. Confidence=43%, lift=2.33x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=اليوم_وكل_يوم'})",frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,2,1,performance=avg_view_rate,3,7,"{hashtag=today_and_everyday, hashtag=اليوم_وكل_يوم}","today_and_everyday, اليوم_وكل_يوم",directional,0.55,0.3,0.6632653061224489,0.6,0.9970845481049562,0.4812244897959183,"Use/test: today_and_everyday, اليوم_وكل_يوم. It appeared in 7 posts; 3 were avg_view_rate. Confidence=43%, lift=2.33x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=كيك', 'hashtag=cake'})",frozenset({'performance=avg_view_rate'}),0.09210526315789473,0.18421052631578946,0.039473684210526314,0.42857142857142855,2.326530612244898,0.022506925207756233,1.4276315789473684,0.6280193236714976,3,1,performance=avg_view_rate,3,7,"{hashtag=cake, hashtag=today_and_everyday, hashtag=كيك}","cake, today_and_everyday, كيك",directional,0.55,0.3,0.6632653061224489,0.6,0.9970845481049562,0.4812244897959183,"Use/test: cake, today_and_everyday, كيك. It appeared in 7 posts; 3 were avg_view_rate. Confidence=43%, lift=2.33x, reliability=directional."
frozenset({'hashtag=ramadankareem'}),frozenset({'performance=high_view_rate'}),0.07894736842105263,0.3026315789473684,0.039473684210526314,0.5,1.6521739130434783,0.015581717451523546,1.3947368421052633,0.4285714285714286,1,1,performance=high_view_rate,3,6,{hashtag=ramadankareem},ramadankareem,directional,1.0,0.3,0.32608695652173914,0.6,0.8260869565217391,0.4802173913043478,"Use/test: ramadankareem. It appeared in 6 posts; 3 were high_view_rate. Confidence=50%, lift=1.65x, reliability=directional."
"frozenset({'hashtag=ramadankareem', 'hashtag=فانيلا_اليوم_وكل_يوم'})",frozenset({'performance=high_view_rate'}),0.07894736842105263,0.3026315789473684,0.039473684210526314,0.5,1.6521739130434783,0.015581717451523546,1.3947368421052633,0.4285714285714286,2,1,performance=high_view_rate,3,6,"{hashtag=ramadankareem, hashtag=فانيلا_اليوم_وكل_يوم}","ramadankareem, فانيلا_اليوم_وكل_يوم",directional,1.0,0.3,0.32608695652173914,0.6,0.8260869565217391,0.4802173913043478,"Use/test: ramadankareem, فانيلا_اليوم_وكل_يوم. It appeared in 6 posts; 3 were high_view_rate. Confidence=50%, lift=1.65x, reliability=directional."
frozenset({'hashtag=فانيلا'}),frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.039473684210526314,0.375,2.035714285714286,0.02008310249307479,1.305263157894737,0.5686274509803922,1,1,performance=avg_view_rate,3,8,{hashtag=فانيلا},فانيلا,directional,0.55,0.3,0.517857142857143,0.6,0.7633928571428572,0.4360714285714286,"Use/test: فانيلا. It appeared in 8 posts; 3 were avg_view_rate. Confidence=38%, lift=2.04x, reliability=directional."
frozenset({'hashtag=كيك'}),frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.039473684210526314,0.375,2.035714285714286,0.02008310249307479,1.305263157894737,0.5686274509803922,1,1,performance=avg_view_rate,3,8,{hashtag=كيك},كيك,directional,0.55,0.3,0.517857142857143,0.6,0.7633928571428572,0.4360714285714286,"Use/test: كيك. It appeared in 8 posts; 3 were avg_view_rate. Confidence=38%, lift=2.04x, reliability=directional."
"frozenset({'hashtag=today_and_everyday', 'hashtag=كيك'})",frozenset({'performance=avg_view_rate'}),0.10526315789473684,0.18421052631578946,0.039473684210526314,0.375,2.035714285714286,0.02008310249307479,1.305263157894737,0.5686274509803922,2,1,performance=avg_view_rate,3,8,"{hashtag=today_and_everyday, hashtag=كيك}","today_and_everyday, كيك",directional,0.55,0.3,0.517857142857143,0.6,0.7633928571428572,0.4360714285714286,"Use/test: today_and_everyday, كيك. It appeared in 8 posts; 3 were avg_view_rate. Confidence=38%, lift=2.04x, reliability=directional."
