business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,cta_present,hashtags,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,total_engagement,engagement_rate_followers,likes_rate_followers,comments_rate_followers,views_per_follower,like_view_rate,comment_view_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate,hashtag_count,view_rate_ratio,performance_label
Vanilla Palestine,influancers,87300.0,2025-05-05 00:00:00,0.0,Monday,5,reel,فانيلا إلها حكاية... والحكاية بلشت من هون. فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,132,4,0,2414.0,2500.0,591000.0,Arabic,False,True,0.0,True,False,False,False,False,False,"['vanilla_today_and_everyday', 'vanilla', 'dessert', 'vanilla_cake']",4914.0,0.056288659793814436,0.0276517755,0.0286368843,6.769759450171821,0.0083147208,4914.0,0.0562886598,0.0276517755,0.0286368843,6.7697594502,0.0040846024,0.0042301184,2025-05-05/2025-05-11,0,1,night,medium,few,none,high,small,1,1,1,4,6.3154131783482095,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-05-04 00:00:00,0.0,Sunday,5,reel,هوية فلسطينية مية بالمية 💪 By Palestinian artist @natalienajjarstudio فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,169,4,1,788.0,800.0,201000.0,Arabic-English,False,True,0.0,False,False,True,False,False,False,"['vanilla_today_and_everyday', 'vanilla', 'dessert', 'vanilla_cake']",1588.0,0.018190148911798397,0.0090263459,0.009163803,2.3024054982817868,0.0079004975,1588.0,0.0181901489,0.0090263459,0.009163803,2.3024054983,0.003920398,0.0039800995,2025-04-28/2025-05-04,0,1,night,long,few,few,high,small,1,1,1,4,2.1478816393367004,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-05-01 00:00:00,0.0,Thursday,5,reel,بتشاركوهم ولا بتخلصهم لحالك؟ 🥺 Share it? Or all yours 🥺؟ فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,154,4,2,678.0,680.0,186000.0,Arabic-English,True,True,0.0,False,False,False,False,False,True,"['vanilla_today_and_everyday', 'vanilla', 'dessert', 'vanilla_cake']",1358.0,0.015555555555555555,0.007766323,0.0077892325,2.1305841924398625,0.0073010753,1358.0,0.0155555556,0.007766323,0.0077892325,2.1305841924,0.0036451613,0.003655914,2025-04-28/2025-05-04,0,1,night,long,few,few,high,small,1,1,1,4,1.9875919647593348,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-04-28 00:00:00,0.0,Monday,4,reel,جنجر تويست 😋 مش بس تبريد.. بصحي كل خلية فيك 🍹😍 جربوه بجميع فروع فانيلا 🤩 فانيلا اليوم وكل يوم... #ginger_Twist #vanilla #جنجر_تويست,149,3,5,356.0,360.0,361000.0,Arabic,True,True,0.0,False,False,False,False,False,True,"['ginger_twist', 'vanilla', 'جنجر_تويست']",716.0,0.008201603665521192,0.0040778923,0.0041237113,4.135166093928981,0.0019833795,716.0,0.0082016037,0.0040778923,0.0041237113,4.1351660939,0.0009861496,0.0009972299,2025-04-28/2025-05-04,0,1,night,long,few,many,medium,small,0,1,1,3,3.857638168161935,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-04-26 00:00:00,0.0,Saturday,4,reel,نقطة ضعف... بطعم الفيريرو 🍰😊😋 فانيلا اليوم وكل يوم... #ferraro-cheesecake #vanilla,96,2,3,288.0,280.0,370000.0,Arabic,False,True,0.0,False,False,False,False,False,False,"['ferrarocheesecake', 'vanilla', 'ferraro-cheesecake']",568.0,0.006506300114547537,0.0032989691,0.003207331,4.238258877434135,0.0015351351,568.0,0.0065063001,0.0032989691,0.003207331,4.2382588774,0.0007783784,0.0007567568,2025-04-21/2025-04-27,0,1,night,medium,few,few,medium,small,0,1,1,3,3.9538119729083543,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-04-23 00:00:00,0.0,Wednesday,4,reel,المشكلة الوحيدة انها بتخلص بسرعة 😊 فانيلا اليوم وكل يوم... #Macaroons #vanilla,84,2,1,200.0,200.0,238000.0,Arabic,False,True,0.0,False,False,False,False,False,False,"['macaroons', 'vanilla']",400.0,0.004581901489117984,0.0022909507,0.0022909507,2.7262313860252005,0.0016806723,400.0,0.0045819015,0.0022909507,0.0022909507,2.726231386,0.0008403361,0.0008403361,2025-04-21/2025-04-27,0,1,night,medium,few,few,medium,small,0,1,1,2,2.543262836627536,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-04-15 00:00:00,0.0,Tuesday,4,reel,POV: You Visit Vanilla To Taste This Famous Cheesecake 😎😊 #cheesecake #sansebastian #todayandeveryday,112,3,2,747.0,750.0,1000000.0,English,False,True,0.0,False,False,False,False,False,False,"['cheesecake', 'sansebastian', 'todayandeveryday']",1497.0,0.017147766323024054,0.008556701,0.0085910653,11.45475372279496,0.001497,1497.0,0.0171477663,0.008556701,0.0085910653,11.4547537228,0.000747,0.00075,2025-04-14/2025-04-20,0,1,night,medium,few,few,high,small,1,1,1,3,10.685978305157715,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-04-08 00:00:00,0.0,Tuesday,4,reel,🎉 وصلت تشكيلتنا الجديدة من علب الكيك الصغيرة... نكهات فخمة بحجم لطيف ترضي كل الأذواق 😍✨ كيك دبي بنكهتنا الغنية ✨ كيك الفراولة المنعشة 🍓 بلاك فورست لعشاق الشوكولاتة 🍫 كيك التيراميسو الإيطالية الفاخرة 🤎 كيك الكنافة الشرقية بلمسة عصرية 🥛 علب مثالية للإهداء أو الضيافة 😍💝 #cakebox #vanilla #todayandeveryday #reelsvideo,358,4,11,1611.0,1600.0,511000.0,Arabic,False,True,0.0,False,False,False,False,False,False,"['cakebox', 'vanilla', 'todayandeveryday', 'reelsvideo']",3211.0,0.036781214203894616,0.0184536082,0.018327606,5.853379152348224,0.0062837573,3211.0,0.0367812142,0.0184536082,0.018327606,5.8533791523,0.0031526419,0.0031311155,2025-04-07/2025-04-13,0,1,night,long,few,many,high,small,1,1,1,4,5.460534913935592,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-28 00:00:00,0.0,Friday,3,reel,Pure delight in every bite! 😍 Homemade Delicious 😊 Crispy Coco Cake #vanilla_today_and_everyday,103,1,2,1983.0,2000.0,1000000.0,English,False,True,0.0,False,False,False,False,False,False,['vanilla_today_and_everyday'],3983.0,0.045624284077892326,0.0227147766,0.0229095074,11.45475372279496,0.003983,3983.0,0.0456242841,0.0227147766,0.0229095074,11.4547537228,0.001983,0.002,2025-03-24/2025-03-30,0,1,night,medium,few,few,high,small,1,1,1,1,10.685978305157715,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-21 00:00:00,0.0,Friday,3,reel,تناغم عجيب للنكهات اللذيذة.. 👌🍰 جربوا الآن سان ميسو تشيزكيك الجديدة من فانيلا 😍 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,143,2,4,750.0,750.0,702000.0,Arabic,True,True,0.0,False,False,False,False,False,True,"['vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",1500.0,0.01718213058419244,0.0085910653,0.0085910653,8.041237113402062,0.0021367521,1500.0,0.0171821306,0.0085910653,0.0085910653,8.0412371134,0.0010683761,0.0010683761,2025-03-17/2025-03-23,0,1,night,long,few,many,high,small,1,1,1,2,7.5015567702207155,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-17 00:00:00,0.0,Monday,3,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,53.0,60.0,68300.0,Arabic,True,True,0.0,False,False,False,False,False,True,"['mothersday', 'happymothersday', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم', 'يوم_الأم']",113.0,0.0012943871706758304,0.0006071019,0.0006872852,0.7823596792668958,0.0016544656,113.0,0.0012943872,0.0006071019,0.0006872852,0.7823596793,0.0007759883,0.0008784773,2025-03-17/2025-03-23,0,1,night,long,many,many,low,small,0,0,1,5,0.7298523182422719,low_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-17 00:00:00,0.0,Monday,3,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,214.0,214.0,162000.0,Arabic,True,True,0.0,False,False,False,False,False,True,"['mothersday', 'happymothersday', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم', 'يوم_الأم']",428.0,0.004902634593356243,0.0024513173,0.0024513173,1.8556701030927836,0.0026419753,428.0,0.0049026346,0.0024513173,0.0024513173,1.8556701031,0.0013209877,0.0013209877,2025-03-17/2025-03-23,0,1,night,long,many,many,medium,small,0,1,1,5,1.7311284854355498,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-17 00:00:00,0.0,Monday,3,reel,أمي.. كل عام وانتِ أجمل نعمة 💜🎂 هلا بتقدرو تحجزو كيكة يوم الأم من فانيلا 💌 الحجوزات عبر رسائل الصفحة #mothersday #happymothersday #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم #يوم_الأم,218,5,4,232.0,232.0,240000.0,Arabic,True,True,0.0,False,False,False,False,False,True,"['mothersday', 'happymothersday', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم', 'يوم_الأم']",464.0,0.005315005727376861,0.0026575029,0.0026575029,2.7491408934707904,0.0019333333,464.0,0.0053150057,0.0026575029,0.0026575029,2.7491408935,0.0009666667,0.0009666667,2025-03-17/2025-03-23,0,1,night,long,many,many,medium,small,0,1,1,5,2.5646347932378513,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-12 00:00:00,0.0,Wednesday,3,reel,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 أو عبر رسائل الصفحة نستقبل المكالمات يومياً بعد الساعة الواحدة ظهراً #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,267,4,6,691.0,691.0,150000.0,Arabic,True,True,0.0,True,True,False,False,False,True,"['ramadan2025', 'ramadankareem', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",1382.0,0.015830469644902635,0.0079152348,0.0079152348,1.7182130584192439,0.0092133333,1382.0,0.0158304696,0.0079152348,0.0079152348,1.7182130584,0.0046066667,0.0046066667,2025-03-10/2025-03-16,0,1,night,long,few,many,high,small,1,0,1,4,1.6028967457736572,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-11 00:00:00,0.0,Tuesday,3,reel,العلاج فوراً 🍰🧁 انت عاشق للأكل 😋🤣 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,93,2,5,1206.0,1200.0,627000.0,Arabic,False,True,0.0,False,False,False,False,False,False,"['vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",2406.0,0.027560137457044675,0.013814433,0.0137457045,7.18213058419244,0.0038373206,2406.0,0.0275601375,0.013814433,0.0137457045,7.1821305842,0.001923445,0.0019138756,2025-03-10/2025-03-16,0,1,night,medium,few,many,high,small,1,1,1,2,6.700108397333887,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-10 00:00:00,0.0,Monday,3,reel,Delicious & Healthy 😍 Homemade Hot Apple Cider 🍏🍋 #vanilla_today_and_everyday,88,1,4,176.0,180.0,144000.0,English,False,True,0.0,False,False,False,False,False,False,['vanilla_today_and_everyday'],356.0,0.0040778923253150055,0.0020160367,0.0020618557,1.6494845360824741,0.0024722222,356.0,0.0040778923,0.0020160367,0.0020618557,1.6494845361,0.0012222222,0.00125,2025-03-10/2025-03-16,0,1,night,medium,few,many,medium,small,0,0,1,1,1.5387808759427108,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-07 00:00:00,0.0,Friday,3,reel,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 أو عبر رسائل الصفحة نستقبل المكالمات يومياً بعد الساعة الواحدة ظهراً #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,267,4,6,511.0,500.0,149000.0,Arabic,True,True,0.0,True,True,False,False,False,True,"['ramadan2025', 'ramadankareem', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",1011.0,0.011580756013745705,0.0058533792,0.0057273769,1.706758304696449,0.0067852349,1011.0,0.011580756,0.0058533792,0.0057273769,1.7067583047,0.0034295302,0.0033557047,2025-03-03/2025-03-09,0,1,night,long,few,many,high,small,1,0,1,4,1.5922107674684993,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-04 00:00:00,0.0,Tuesday,3,reel,نستقبل حجوزاتكم الآن بوفيه فانيلا الرمضاني فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 أو عبر رسائل الصفحة 🌙 رمضان مبارك #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,243,4,6,506.0,500.0,36700.0,Arabic,True,True,0.0,True,True,False,False,False,True,"['ramadan2025', 'ramadankareem', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",1006.0,0.011523482245131729,0.0057961054,0.0057273769,0.42038946162657503,0.0274114441,1006.0,0.0115234822,0.0057961054,0.0057273769,0.4203894616,0.0137874659,0.0136239782,2025-03-03/2025-03-09,0,1,night,long,few,many,high,small,1,0,1,4,0.3921754037992881,low_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-04 00:00:00,0.0,Tuesday,3,reel,Dream Vanilla Cake 😋 creamy and yummy😍 #vanilla_today_and_everyday,76,1,2,560.0,570.0,460000.0,English,False,True,0.0,False,False,False,False,False,False,['vanilla_today_and_everyday'],1130.0,0.012943871706758306,0.0064146621,0.0065292096,5.2691867124856815,0.0024565217,1130.0,0.0129438717,0.0064146621,0.0065292096,5.2691867125,0.0012173913,0.0012391304,2025-03-03/2025-03-09,0,1,night,medium,few,few,high,small,1,1,1,1,4.915550020372549,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-02 00:00:00,0.0,Sunday,3,reel,Ramadan 🌙 Milkshake 😍🌴 #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,122,4,4,282.0,290.0,73800.0,Mixed,False,True,0.0,False,True,False,False,False,False,"['ramadan2025', 'ramadankareem', 'vanilla_today_and_everyday', 'فانيلا_اليوم_وكل_يوم']",572.0,0.006552119129438717,0.0032302405,0.0033218786,0.845360824742268,0.0077506775,572.0,0.0065521191,0.0032302405,0.0033218786,0.8453608247,0.0038211382,0.0039295393,2025-02-24/2025-03-02,0,1,night,medium,few,many,medium,small,0,0,1,4,0.7886251989206393,low_view_rate
Vanilla Palestine,influancers,87300.0,2025-03-01 00:00:00,0.0,Saturday,3,reel,VANILLA® Today and everyday 🍰☕🧋 😍❤️ #vanilla_today_and_everyday,76,1,6,286.0,286.0,97400.0,English,False,True,0.0,True,False,False,False,False,False,['vanilla_today_and_everyday'],572.0,0.006552119129438717,0.0032760596,0.0032760596,1.1156930126002291,0.0058726899,572.0,0.0065521191,0.0032760596,0.0032760596,1.1156930126,0.002936345,0.002936345,2025-02-24/2025-03-02,0,1,night,medium,few,many,medium,small,0,0,1,1,1.0408142869223613,avg_view_rate
Vanilla Palestine,influancers,87300.0,2025-02-17 00:00:00,0.0,Monday,2,reel,تيراميسو إيطاليانو الساخن ✨ لذيذ ومميز 😊 Tiramisu Italiano hot drink #فانيلا_اليوم_وكل_يوم #vanilla_today_and_everyday,139,2,2,1100.0,1100.0,399000.0,Mixed,False,True,0.0,False,False,False,False,False,False,"['فانيلا_اليوم_وكل_يوم', 'vanilla_today_and_everyday']",2200.0,0.025200458190148912,0.0126002291,0.0126002291,4.570446735395189,0.0055137845,2200.0,0.0252004582,0.0126002291,0.0126002291,4.5704467354,0.0027568922,0.0027568922,2025-02-17/2025-02-23,0,1,night,medium,few,few,high,small,1,1,1,2,4.263705343757928,high_view_rate
Vanilla Palestine,influancers,87300.0,2025-02-15 00:00:00,0.0,Saturday,2,reel,Choose your dessert for tonight 🍰💕 #VANILLA_Today_and_everyday,72,1,2,3308.0,3300.0,539000.0,English,True,True,0.0,False,False,False,False,False,True,['vanilla_today_and_everyday'],6608.0,0.07569301260022909,0.0378923253,0.0378006873,6.174112256586484,0.0122597403,6608.0,0.0756930126,0.0378923253,0.0378006873,6.1741122566,0.0061372913,0.006122449,2025-02-10/2025-02-16,0,1,night,medium,few,few,high,small,1,1,1,1,5.759742306480009,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-01-10 00:00:00,0.0,Saturday,1,reel,Perfect Alfajores🤭,19,0,1,541.0,11.0,462000.0,English,False,True,0.0,False,False,False,False,False,False,[],552.0,0.003971223021582734,0.0038920863,7.91367e-05,3.323741007194245,0.0011948052,552.0,0.003971223,0.0038920863,7.91367e-05,3.3237410072,0.0011709957,2.38095e-05,2026-01-05/2026-01-11,0,1,night,short,none,few,low,medium,0,1,0,0,3.1006711409395975,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-01-16 00:00:00,0.0,Friday,1,reel,#فانيلا_اليوم_وكل_يوم,22,1,0,54.0,7.0,198000.0,Arabic,False,True,0.0,False,False,False,True,False,False,['فانيلا_اليوم_وكل_يوم'],61.0,0.00043884892086330936,0.0003884892,5.03597e-05,1.4244604316546763,0.0003080808,61.0,0.0004388489,0.0003884892,5.03597e-05,1.4244604317,0.0002727273,3.53535e-05,2026-01-12/2026-01-18,0,1,night,short,few,none,low,medium,0,0,0,1,1.3288590604026846,avg_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-01-20 00:00:00,0.0,Tuesday,1,reel,#vanilla_today_and_everyday #vanilla_cake,42,2,0,31.0,0.0,41500.0,English,False,True,0.0,False,False,False,False,False,False,"['vanilla_today_and_everyday', 'vanilla_cake']",31.0,0.00022302158273381295,0.0002230216,0.0,0.29856115107913667,0.000746988,31.0,0.0002230216,0.0002230216,0.0,0.2985611511,0.000746988,0.0,2026-01-19/2026-01-25,0,1,night,short,few,none,low,medium,0,0,0,2,0.2785234899328859,low_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-01-25 00:00:00,0.0,Sunday,1,reel,كفوفك كفوفك! #vanillabakery #فانيلا_اليوم_وكل_يوم,57,2,0,23.0,0.0,662000.0,Mixed,False,True,0.0,False,False,False,True,False,False,"['vanillabakery', 'فانيلا_اليوم_وكل_يوم']",23.0,0.00016546762589928057,0.0001654676,0.0,4.762589928057554,3.47432e-05,23.0,0.0001654676,0.0001654676,0.0,4.7625899281,3.47432e-05,0.0,2026-01-19/2026-01-25,0,1,night,short,few,none,low,medium,0,1,0,2,4.442953020134228,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-01-28 00:00:00,0.0,Wednesday,1,reel,Ferrero Cake,12,0,0,515.0,10.0,344000.0,English,False,True,0.0,False,False,False,False,False,False,[],525.0,0.003776978417266187,0.003705036,7.19424e-05,2.4748201438848922,0.0015261628,525.0,0.0037769784,0.003705036,7.19424e-05,2.4748201439,0.001497093,2.90698e-05,2026-01-26/2026-02-01,0,1,night,short,none,none,low,medium,0,1,0,0,2.3087248322147653,high_view_rate
Vanilla Palestine,Cafes/Restaurants,139000.0,2026-02-05 00:00:00,0.0,Thursday,2,reel,New year new me 😍😍😍,21,0,3,2155.0,10.0,348000.0,English,False,True,0.0,False,False,False,False,False,False,[],2165.0,0.015575539568345323,0.0155035971,7.19424e-05,2.5035971223021583,0.0062212644,2165.0,0.0155755396,0.0155035971,7.19424e-05,2.5035971223,0.0061925287,2.87356e-05,2026-02-02/2026-02-08,0,1,night,short,none,few,high,medium,1,1,0,0,2.335570469798658,high_view_rate
